network,type,router,software,chassis,clli_code
AS3549,PR,PR2.HOU2,21.2R3-S9.21,MX104,HSTGTX05
AS209,EDGE,CHC-EDGE-04,21.2R3-S9.20,MX480,CHCGILMQ
AS209,DSL-GW,SLCY-DSL-GW02.SLCY.QWEST.NET,12.2(33)SB13,C10008,SLKDUTUY
AS209,VSMR,LVG2-VSMR-03,15.1F6-S6.4,MX480,LSVGNVXG
AS209,PCOR,DAX-PCOR-20,16.0.R20,7950-XRS-20,DLLSTX97
AS3549,SCR,SCR1.AUS1,21.4R3-S8.4,MX10003,AUSTTXUH
AS3356,EBR,EBR2.KAC2,23.10.R8,7750-SR-7s,KSCBMOVS
AS3549,ES,SJO49-ES32,23.4R2-S3.10-EVO,ACX7100-32C,SNVACABB
AS209,PBRR,POR-PBRR-01,03.10.05.S,ASR1004,PTLDOR61
AS209,PRIV,CER-PRIV-03,15.1R4-S7,M320,CHCGILDT
AS3549,PR,PR2.RCS7,21.2R3-S9.21,MX104,GATSNYAO
AS209,DSL-GW,PTLD-DSL-GW42.PTLD.QWEST.NET,12.2(33)SB13,C10008,PTLDOR61
AS209,PCOR,DLT-PCOR-04,21.4R3-S8.4,MX10003,DLTHMNAT
AS3549,VAR,VAR1.MKE1,21.4R3-S8.4,MX10003,MILXWIIX
AS209,PCOR,EWS3-PCOR-21,16.0.R20,7950-XRS-20,NWRKNJMD
AS3549,PR,PR1.DEN1,21.2R3-S9.21,MX104,DNVTCO56
AS3549,VAR,VAR2.BTR2,21.4R3-S8.4,MX10003,BTRGLA71
AS209,PBRR,DAL-PBRR-02,03.10.05.S,ASR1004,DLLSTX37
AS209,VIRR,CHR-VIRR-02,23.4R2-S4.11,VRR,CHRONCJS
AS209,DSL-GW,ORLF-DSL-GW04.ORLF.QWEST.NET,16.0.R15,7750-SR-12,ORLFFL43
AS209,AGW,LSV2-AGW2,21.2R3-S3.5,MX960,LSVGNVXB
AS3549,AR,FMY10-AR1,19.1R2-S3,MX960,FTMYFLXA
AS209,PBRR,BOI2-PBRR-02,03.10.05.S,ASR1004,BOISIDMA
AS3549,AR,CMH1-AR1,19.1R2-S3,MX480,CLMDOH44
AS209,PCOR,HLR-PCOR-21,16.0.R20,7950-XRS-40,HLRNCOFP
AS3356,EDGE,EDGE1.TUS1,22.4R3-S6.5,PTX10008,TUSTCAFT
AS209,AGW,SXCT-AGW1,21.2R3-S9.20,MX960,SXCYIADT
AS209,EDGE,PHL-EDGE-03,21.2R3-S3.5,MX480,PHLAPA03
AS209,VIRR,ORL-VIRR-02,23.4R2-S4.11,VRR,ORLFFL43
AS209,PRIV,SVL-PRIV-13,6.7.3[Default],ASR9K,SNVACAHZ
AS3549,AR,KSC1-AR3,19.1R2-S3,MX480,KSCYMOMC
AS209,AGW,COSP-AGW1,21.2R3-S9.20,MX960,CLSPCOMA
AS209,PCOR,KCM-PCOR-21,16.0.R20,7950-XRS-20,KSCAMO96
AS209,DSL-GW,HLRN-DSL-GW74.HLRN.QWEST.NET,12.2(33)SB13,C10008,HLRNCOFP
AS209,DSL-GW,STPL-DSL-GW09.STPL.QWEST.NET,12.2(33)SB13,C10008,STPLMNMK
AS3356,EBR,EBR3.NYC1,23.10.R6,7950-XRS-20,NYCMNY83
AS209,AGW,SXCT-AGW2,21.2R3-S9.20,MX960,SXCYIADT
AS209,VIRR,MIN5-VIRR-02,23.4R2-S4.11,VRR,STPLMNMK
AS3549,AR,HNL1-AR3,15.1F5-S7.1,MX480,MLUAHIAK
AS3549,VAR,VAR2.TOR1,21.4R3-S8.4,MX10003,TORVONRF
AS3549,PR,PR1.LAX4,21.2R3-S9.21,MX104,ANHNCA03
AS209,PCOR,LOS-PCOR-21,16.0.R20,7950-XRS-40,LSANCAJW
AS209,AGW,PHNX-AGW2,21.2R3-S9.20,MX960,TEMPAZCC
AS209,DSL-GW,SLCY-DSL-GW05.SLCY.QWEST.NET,12.2(33)SB13,C10008,SLKDUTUY
AS209,PBRR,BIL-PBRR-01,03.10.05.S,ASR1004,BLNGMTSG
AS3549,VAR,VAR1.WDC5,21.4R3-S8.4,MX10003,HRNDVAIZ
AS3549,CR,IRV1-CR2,18.2R3-S8.5,MX960,IRVECAJT
AS209,DSL-GW,FRGO-DSL-GW14.FRGO.QWEST.NET,12.2(33)SB13,C10008,FARGNDBC
AS3356,EBR,EBR3.SEA1,23.10.R6,7950-XRS-20,STTNWAHO
AS209,PBRR,HLN2-PBRR-01,03.10.05.S,ASR1004,HLNAMTMA
AS3549,VAR,VAR1.CSR1,21.4R3-S8.4,MX10003,CSPRWYMA
AS3549,VAR,VAR1.HNL1,21.4R3-S8.4,MX10003,MLUAHIAK
AS209,PCOR,PHL-PCOR-03,18.2R3-S8.5,MX960,PHLAPA03
AS3356,EAR,EAR1.CIN1,23.10.R8,7750-SR-2s,CNCNOHBV
AS209,DSL-GW,HLRN-DSL-GW77.HLRN.QWEST.NET,12.2(33)SB13,C10008,HLRNCOFP
AS209,SVCS,ABQ-SVCS-10,15.1F6-S6.4,MX480,ALBQNMPC
AS209,DSL-GW,HLRN-DSL-GW76.HLRN.QWEST.NET,12.2(33)SB13,C10008,HLRNCOFP
AS3549,AR,TUS3-AR2,21.2R3-S9.21,MX104,TCSMAZSJ
AS209,EDGE,MRH-EDGE-01,21.2R3-S3.5,MX480,MRHGMOKZ
AS209,PCOR,DCX2-PCOR-20,16.0.R20,7950-XRS-20,ASBNVACZ
AS3549,VAR,VAR2.WDC111,22.4R3-S6.5,MX10004,ASBNVAMG
AS209,DSL-GW,FRGO-DSL-GW15.FRGO.QWEST.NET,12.2(33)SB13,C10008,FARGNDBC
AS3549,ESP,ESP2.CHI2,16.0.R15,7750-SR-12,CHCTILWC
AS3549,CR,NWO1-CR2,15.1F5-S8,MX960,NWORLAMO
AS209,DSL-GW,CDRR-DSL-GW19.CDRR.QWEST.NET,21.2R3-S9.20,MX480,CDRRIADT
AS209,DSL-GW,CHEY-DSL-GW02.CHEY.QWEST.NET,12.2(33)SB13,C10008,CHYNWYMA
AS209,DSL-GW,SLCY-DSL-GW06.SLCY.QWEST.NET,12.2(33)SB13,C10008,SLKDUTUY
AS209,PCOR,HNL-PCOR-03,18.2R3-S8.5,MX960,HNLLHIEL
AS209,EDGE,SVL-EDGE-24,21.2R3-S3.5,MX960,SNVACAHZ
AS209,SVCS,SXF-SVCS-10,15.1F6-S6.4,MX480,SXFLSDNW
AS3549,SCR,SCR3.CLE1,21.4R3-S8.4,MX10003,CLEVOH97
AS3549,SDR,SDR6.DAL1,22.4R3-S6.5,MX10004,DLLATX37
AS209,AGW,BSMR-AGW2,21.2R3-S3.5,MX960,BSMRNDCP
AS209,DSL-GW,OMAH-DSL-GW23.OMAH.QWEST.NET,12.2(33)SB13,C10008,OMAHNEKG
AS3549,SDR,SDR3.MIA1,21.4R3-S8.4,MX10008,MIATFLAD
AS3356,EAR,EAR2.CIN1,23.10.R8,7750-SR-2s,CNCNOHBV
AS209,VIRR,TOR2-VIRR-01,23.4R2-S4.11,VRR,TOROONXN
AS209,DSL-GW,PHNX-DSL-GW51.PHNX.QWEST.NET,12.2(33)SB13,C10008,TEMPAZCC
AS3549,VAR,VAR2.LIT2,21.4R3-S8.4,MX10003,LTRKARDR
AS209,VIRR,LSV2-VIRR-02,23.4R2-S4.11,VRR,LSVGNVXB
AS3549,ES,DEN5-ES3,20.2X4.1,ACX5448,DNVTCO56
AS209,AGW,PHNX-AGW1,21.2R3-S9.20,MX960,TEMPAZCC
AS209,AGW,RSTR-AGW2,21.2R3-S9.20,MX960,ROCHMNRO
AS209,VIRR,SVL-VIRR-01,23.4R2-S4.11,VRR,SNVACAHZ
AS3549,ESP,ESP1.MIN1,16.0.R15,7750-SR-12,MPLTMNZB
AS3549,ES,PHX4-ES3,20.2X4.1,ACX5448,PHNDAZ91
AS3356,EAR,EAR2.TUS1,23.10.R6,7950-XRS-20,TUSTCAFT
AS3549,SCR,SCR2.BIR1,21.4R3-S8.4,MX10003,BRHOALOH
AS3549,VAR,VAR2.PHX4,21.4R3-S8.4,MX960,PHNDAZ91
AS209,DSL-GW,HLRN-DSL-GW79.HLRN.QWEST.NET,12.2(33)SB13,C10008,HLRNCOFP
AS209,SVCS,CHR-SVCS-10,15.1F6-S6.4,MX480,CHRONCJS
AS209,VIRR,CER-VIRR-01,23.4R2-S4.11,VRR,CHCGILDT
AS209,SVCS,BIL-SVCS-10,15.1F6-S6.4,MX480,BLNGMTSG
AS209,DSL-GW,DESM-DSL-GW18.DESM.QWEST.NET,12.2(33)SB13,C10008,DESMIADT
AS209,SVCS,ATL-SVCS-11,15.1F6-S6.4,MX480,ATLNGAMA
AS209,DSL-GW,DESM-DSL-GW22.DESM.QWEST.NET,12.2(33)SB13,C10008,DESMIADT
AS3356,EAR,EAR1.TUS1,16.0.R14,7750-SR-12,TUSTCAFT
AS3549,AR,FTL2-AR2,21.2R3-S9.21,MX104,TMRCFL03
AS209,PRIV,ATL-PRIV-13,6.7.3[Default],ASR9K,ATLNGAMA
AS3549,VAR,VAR2.CSR1,21.4R3-S8.4,MX10003,CSPRWYMA
AS209,SVCS,CER-SVCS-11,15.1F6-S6.4,MX960,CHCGILDT
AS3549,ES,LAX5-ES3,20.2X4.1,ACX5448,LSANCA54
AS3549,CR,CMH1-CR1,15.1F5-S8,MX960,CLMDOH44
AS209,DSL-GW,PTLD-DSL-GW40.PTLD.QWEST.NET,12.2(33)SB13,C10008,PTLDOR61
AS209,DSL-GW,PHNX-DSL-GW50.PHNX.QWEST.NET,12.2(33)SB13,C10008,TEMPAZCC
AS209,EDGE,DLT-EDGE-06,21.2R3-S9.20,MX480,DLTHMNAT
AS3549,ES,KSC6-ES1,20.2X4.1,ACX5448,KSCBMOVS
AS3356,EBR,EBR2.MIA42,22.4R3-S6.5,PTX10008,MIBBFLLO
AS209,DSL-GW,PHNX-DSL-GW52.PHNX.QWEST.NET,12.2(33)SB13,C10008,TEMPAZCC
AS209,DSL-GW,OMAH-DSL-GW17.OMAH.QWEST.NET,12.2(33)SB13,C10008,OMAHNEKG
AS209,PBRR,BOI2-PBRR-01,03.10.05.S,ASR1004,BOISIDMA
AS209,SVCS,BST-SVCS-10,15.1F6-S6.4,MX480,BSTPMALL
AS209,PBRR,PHN-PBRR-02,03.10.05.S,ASR1004,PHNXAZUI
AS3549,ES,LAX5-ES4,20.2X4.1,ACX5448,LSANCA54
AS209,DSL-GW,COSP-DSL-GW08.COSP.QWEST.NET,12.2(33)SB13,C10008,CLSPCOMA
AS209,DSL-GW,PTLD-DSL-GW39.PTLD.QWEST.NET,12.2(33)SB13,C10008,PTLDOR61
AS3549,AR,OAK1-AR1,21.2R3-S9.20,MX480,OKLDCAEB
AS209,AGW,BSMR-AGW1,21.2R3-S3.5,MX960,BSMRNDCP
AS3549,SDR,SDR3.SLC1,22.4R3-S6.5,MX10004,SLKDUTYI
AS209,DSL-GW,HLRN-DSL-GW57.HLRN.QWEST.NET,12.2(33)SB13,C10008,HLRNCOFP
AS209,SVCS,DAL-SVCS-10,15.1F6-S6.4,MX480,DLLSTX37
AS3549,SDR,SDR4.MIA1,21.4R3-S8.4,MX10008,MIATFLAD
AS3549,VAR,VAR2.OAK3,21.4R3-S8.4,MX10003,EMVLCA04
AS209,PBRR,CLS2-PBRR-01,03.10.05.S,ASR1004,CLSPCOMA
AS209,DSL-GW,TUKW-DSL-GW50.TUKW.QWEST.NET,12.2(33)SB13,C10008,TKWLWALL
AS3549,ESP,ESP1.DET1,16.0.R15,7750-SR-12,SFLDMIDN
AS3549,ESP,ESP11.CHI1,16.0.R15,7750-SR-12,CHCGILCN
AS209,DSL-GW,PTLD-DSL-GW47.PTLD.QWEST.NET,12.2(33)SB13,C10008,PTLDOR61
AS209,EDGE,ABQ-EDGE-07,21.2R3-S3.5,MX960,ALBQNMPC
AS3549,SDR,SDR1.NYC6,16.0.R20,7750-SR-12e,NYCPNYYK
AS209,PCOR,DAX-PCOR-21,16.0.R20,7950-XRS-20,DLLSTX97
AS3549,AR,NWO1-AR4,19.1R2-S3,MX960,NWORLAMO
AS3549,SDR,SDR4.PHX1,22.4R3-S6.5,MX10004,PHNDAZ91
AS3549,AR,IND1-AR1,19.1R2-S3,MX960,IPLTINSD
AS209,DSL-GW,DVNP-DSL-GW15.DVNP.QWEST.NET,12.2(33)SB13,C10008,BTNDIAUT
AS209,EDGE,MIA-EDGE-03,21.2R3-S3.5,MX480,MIASFLTT
AS3356,EBR,EBR2.ATL2,22.4R3-S6.5,PTX10008,ATLDGAUY
AS209,EDGE,BUR-EDGE-20,21.2R3-S9.20,MX480,BRBNCACG
AS3549,AR,OAK1-AR2,19.1R2-S3,MX960,OKLDCAEB
AS3549,ES,SAT5-ES3,20.2X4.1,ACX5448,SNAQTXKY
AS209,VIRR,IAH-VIRR-01,23.4R2-S4.11,VRR,HSTSTXJV
AS209,PCOR,CHC-PCOR-02,18.2R3-S8.5,MX960,CHCGILMQ
AS209,PCOR,MIN5-PCOR-21,16.0.R20,7950-XRS-20,STPLMNMK
AS209,PCOR,DCA-PCOR-20,16.0.R20,7950-XRS-20,WASIDCRG
AS209,SVCS,CLS2-SVCS-10,15.1F6-S6.4,MX480,CLSPCOMA
AS209,DSL-GW,OMAH-DSL-GW18.OMAH.QWEST.NET,12.2(33)SB13,C10008,OMAHNEKG
AS3549,CR,BGM1-CR1,15.1F5-S8,MX480,BNGHNYHN
AS209,DSL-GW,STPL-DSL-GW04.STPL.QWEST.NET,12.2(33)SB13,C10008,STPLMNMK
AS3549,AR,ABY1-AR1,15.1F5-S7.1,MX480,COLNNYEJ
AS3549,CR,ABY1-CR2,15.1F5-S8,MX480,COLNNYEJ
AS209,PBRR,BIS-PBRR-01,03.10.05.S,ASR1004,BSMRNDCP
AS3549,ES,CHI2-ES32,23.4R2-S3.10-EVO,ACX7100-32C,CHCGILDT
AS209,SVCS,VAN-SVCS-10,15.1F6-S6.4,MX80,VANCBCHC
AS209,EDGE,NLR-EDGE-02,21.2R3-S3.5,MX960,NLRKARGP
AS209,DSL-GW,HLRN-DSL-GW93.HLRN.QWEST.NET,12.2(33)SB13,C10008,HLRNCOFP
AS209,PCOR,MIN5-PCOR-20,16.0.R20,7950-XRS-20,STPLMNMK
AS3549,ESP,ESP1.WDC1,16.0.R15,7750-SR-12,MCLNVA23
AS209,SVCS,BOI2-SVCS-10,15.1F6-S6.4,MX480,BOISIDMA
AS209,DSL-GW,DESM-DSL-GW17.DESM.QWEST.NET,12.2(33)SB13,C10008,DESMIADT
AS209,DSL-GW,PHNX-DSL-GW48.PHNX.QWEST.NET,12.2(33)SB13,C10008,TEMPAZCC
AS209,PCOR,LSV2-PCOR-21,16.0.R20,7950-XRS-20,LSVGNVXB
AS3549,SDR,SDR4.SEA1,22.4R3-S6.5,MX10004,STTNWAHO
AS209,VSMR,KCM-VSMR-04,21.4R3-S8.4,MX10003,KSCAMO96
AS209,VIRR,DCX4-VIRR-01,23.4R2-S4.11,VRR,ASBNVACZ
AS209,DSL-GW,RSTR-DSL-GW12.RSTR.QWEST.NET,12.2(33)SB13,C10008,ROCHMNRO
AS209,DSL-GW,COSP-DSL-GW10.COSP.QWEST.NET,12.2(33)SB13,C10008,CLSPCOMA
AS209,SVCS,CHR-SVCS-11,15.1F6-S6.4,MX480,CHRONCJS
AS209,VSMR,IAH-VSMR-03,21.4R3-S4.9,MX10003,HSTSTXJV
AS3549,SDR,SDR1.DEN1,16.0.R20,7750-SR-12e,DNVTCO56
AS209,PRIV,KCM-PRIV-13,6.7.3[Default],ASR9K,KSCAMO96
AS3549,SDR,SDR1.POR1,22.4R3-S6.5,MX10004,PTLGORIA
AS209,DSL-GW,DLTH-DSL-GW18.DLTH.QWEST.NET,12.2(33)SB13,C10008,DLTHMNAT
AS209,DSL-GW,DESM-DSL-GW25.DESM.QWEST.NET,19.4R3-S3.3,MX480,DESMIADT
AS209,PBRR,LCR-PBRR-01,03.10.05.S,ASR1004,LCRSWIXC
AS209,VIRR,DCX4-VIRR-02,23.4R2-S4.11,VRR,ASBNVACZ
AS209,PCOR,MIA-PCOR-04,18.2R3-S8.5,MX960,MIASFLTT
AS3549,ESP,ESP2.LAX1,16.0.R15,7750-SR-12,LSANCA54
AS209,AGW,BLNG-AGW2,21.2R3-S9.20,MX960,BLNGMTSG
AS3549,VAR,VAR1.VCR1,21.4R3-S8.4,MX10003,VANCBCHC
AS209,PCOR,BOI2-PCOR-01,21.2R3-S9.20,MX960,BOISIDMA
AS209,EDGE,PHN2-EDGE-02,21.2R3-S3.5,MX480,PHNHAZVA
AS3356,EBR,EBR4.NWR1,23.10.R6,7950-XRS-20,NWRKNJMD
AS209,SVCS,DCA-SVCS-10,15.1F6-S6.4,MX960,WASIDCRG
AS209,DSL-GW,EUG2-DSL-GW06.EUG2.QWEST.NET,12.2(33)SB13,C10008,EUGNOR53
AS3549,ESP,ESP1.NYC6,16.0.R15,7750-SR-12,NYCPNYYK
AS3549,CR,ORL1-CR1,15.1F5-S8,MX960,ORLFFLHX
AS3549,SCR,SCR2.BOS1,16.0.R20,7750-SR-12,BSTNMACO
AS209,PCOR,TPA-PCOR-05,18.2R3-S8.5,MX960,TAMRFLIY
AS209,DSL-GW,BLNG-DSL-GW06.BLNG.QWEST.NET,12.2(31)SB6,7206VXR,BLNGMTSG
AS3549,SDR,SDR1.PHX1,16.0.R20,7750-SR-12e,PHNBAZCF
AS209,DSL-GW,SLCY-DSL-GW07.SLCY.QWEST.NET,12.2(33)SB13,C10008,SLKDUTUY
AS3549,VAR,VAR32.NWR2,22.4R3-S6.5,MX304,SCCSNJ69
AS3549,SDR,SDR2.MIN25,22.4R3-S6.5,MX10004,MNNTMNIC
AS209,DSL-GW,HLRN-DSL-GW94.HLRN.QWEST.NET,12.2(33)SB13,C10008,HLRNCOFP
AS3549,ER,LEX1-ER1,15.1F5-S7.1,MX480,LXTNKY21
AS3549,SDR,SDR1.DAL1,16.0.R20,7750-SR-12e,FRSDTXAR
AS3549,SDR,SDR2.LAX1,16.0.R20,7750-SR-12e,LSANCARC
AS209,PCOR,RCM-PCOR-01,18.2R3-S8.5,MX960,RCMTNCXA
AS209,EDGE,SLC2-EDGE-06,21.2R3-S3.5,MX960,SLKDUTUY
AS209,PCOR,TPA-PCOR-06,18.2R3-S8.5,MX960,TAMRFLIY
AS209,SVCS,CHC-SVCS-10,15.1F6-S6.4,MX480,CHCGILMQ
AS209,DSL-GW,HLRN-DSL-GW73.HLRN.QWEST.NET,12.2(33)SB13,C10008,HLRNCOFP
AS209,DSL-GW,PHN4-DSL-GW20.PHN4.QWEST.NET,12.2(33)SB13,C10008,PHNXAZNE
AS3549,SDR,SDR2.OAK1,16.0.R20,7750-SR-12e,EMVLCA04
AS3549,ESP,ESP3.LAX1,16.0.R15,7750-SR-12,LSANCA54
AS209,DSL-GW,TCSO-DSL-GW22.TCSO.QWEST.NET,12.2(33)SB13,C10008,TCSNAZ64
AS209,DSL-GW,TUKW-DSL-GW68.TUKW.QWEST.NET,19.4R3-S3.3,MX480,TKWLWALL
AS209,DSL-GW,DVNP-DSL-GW16.DVNP.QWEST.NET,12.2(33)SB13,C10008,BTNDIAUT
AS209,PCOR,ABQ-PCOR-04,21.2R3-S9.20,MX960,ALBQNMPC
AS209,EDGE,TCS-EDGE-05,21.2R3-S3.5,MX960,TCSNAZ64
AS3549,SDR,SDR2.CHI2,16.0.R20,7750-SR-12e,CHCGILDT
AS209,PBRR,DVN-PBRR-02,03.10.05.S,ASR1004,BTNDIAUT
AS3549,AR,LIT1-AR3,14.1R8.6,M120,LTRKARGG
AS209,DSL-GW,COSP-DSL-GW02.COSP.QWEST.NET,12.2(33)SB13,C10008,CLSPCOMA
AS209,VSMR,IND-VSMR-03,15.1F6-S6.4,MX480,IPLXINIF
AS3549,ES,MIA1-ES2,12.3R12-S14,EX4550_Virtual,MIASFLTT
AS3549,VAR,VAR1.CSG1,21.2R3-S9.21,MX104,CLMBGAED
AS209,VIRR,JFK2-VIRR-01,23.4R2-S4.11,VRR,NYCMNYAA
AS209,DSL-GW,DVNP-DSL-GW13.DVNP.QWEST.NET,12.2(33)SB13,C10008,BTNDIAUT
AS209,VSMR,DCA-VSMR-03,15.1F6-S6.4,MX480,WASIDCRG
AS209,PCOR,TCS-PCOR-04,18.2R3-S8.5,MX960,TCSNAZ64
AS209,DSL-GW,DESM-DSL-GW21.DESM.QWEST.NET,12.2(33)SB13,C10008,DESMIADT
AS209,DSL-GW,SPOK-DSL-GW01.SPOK.QWEST.NET,12.2(33)SB13,C10008,SPKNWA01
AS3549,SCR,SCR1.NWR1,16.0.R20,7750-SR-12e,NWRKNJMD
AS209,EDGE,PIT-EDGE-01,21.2R3-S3.5,MX480,LTDLPAAO
AS3549,VAR,VAR1.LAS4,21.4R3-S8.4,MX10003,NLVGNVBV
AS209,SVCS,BUR-SVCS-10,15.1F6-S6.4,MX480,BRBNCACG
AS209,PCOR,ORL-PCOR-21,16.0.R20,7950-XRS-20,ORLFFL43
AS209,DSL-GW,BLNG-DSL-GW13.BLNG.QWEST.NET,12.2(20070427:175451) [pshroff-qwest 100],7206VXR,BLNGMTSG
AS209,AGW,FRGO-AGW2,21.2R3-S3.5,MX960,FARGNDBC
AS3549,SDR,SDR3.SEA1,22.4R3-S6.5,MX10004,STTNWAHO
AS209,VSMR,HLR-VSMR-04,15.1F6-S6.4,MX480,HLRNCOFP
AS209,DSL-GW,DESM-DSL-GW24.DESM.QWEST.NET,12.2(33)SB13,C10008,DESMIADT
AS209,DSL-GW,RSTR-DSL-GW13.RSTR.QWEST.NET,12.2(33)SB13,C10008,ROCHMNRO
AS209,SVCS,JFK2-SVCS-10,15.1F6-S6.4,MX480,NYCMNYAA
AS209,DSL-GW,SXFL-DSL-GW15.SXFL.QWEST.NET,12.2(33)SB13,C10008,SXFLSDNW
AS3549,ESP,ESP4.LAX1,16.0.R15,7750-SR-12,LSANCA54
AS209,PRIV,CLE-PRIV-13,6.7.3[Default],ASR9K,CLEYOHDH
AS209,DSL-GW,PHNX-DSL-GW49.PHNX.QWEST.NET,12.2(33)SB13,C10008,TEMPAZCC
AS3549,ES,NYC4-ES31,23.4R2-S3.10-EVO,ACX7100-32C,NYCMNYAA
AS3549,SCR,SCR2.NWR1,16.0.R20,7750-SR-12e,NWRKNJMD
AS209,PCOR,ORL-PCOR-20,16.0.R20,7950-XRS-20,ORLFFL43
AS209,VSMR,IAH-VSMR-04,21.4R3-S4.9,MX10003,HSTSTXJV
AS209,VIRR,BST-VIRR-02,23.4R2-S4.11,VRR,BSTPMALL
AS3549,SDR,SDR1.SJO1,16.0.R20,7750-SR-12e,SNVACAID
AS209,DSL-GW,TUKW-DSL-GW52.TUKW.QWEST.NET,12.2(33)SB13,C10008,TKWLWALL
AS3549,SCR,SCR1.LVG1,21.4R3-S8.4,MX10003,NLVGNVBV
AS209,SVCS,CLE-SVCS-10,15.1F6-S6.4,MX480,CLEYOHDH
AS209,DSL-GW,ALBQ-DSL-GW35.ALBQ.QWEST.NET,12.2(33)SB13,C10008,ALBQNMPC
AS3549,SDR,SDR2.SEA1,16.0.R20,7750-SR-12e,STTLWAWB
AS209,PRIV,TCS-PRIV-12,6.7.3[Default],ASR9K,TCSNAZ64
AS209,DSL-GW,EUG2-DSL-GW04.EUG2.QWEST.NET,12.2(33)SB13,C10008,EUGNOR53
AS3549,PR,PR1.TPA1,10.0S27.2,M10i,TAMQFLTA
AS209,VSMR,HLR-VSMR-03,15.1F6-S6.4,MX480,HLRNCOFP
AS209,VSMR,LOS-VSMR-04,15.1F6-S6.4,MX480,LSANCAJW
AS3549,SDR,SDR1.SEA1,16.0.R20,7750-SR-12e,STTLWAWB
AS209,VIRR,MIN5-VIRR-01,23.4R2-S4.11,VRR,STPLMNMK
AS3549,ESP,ESP3.ATL2,16.0.R15,7750-SR-12,ATLDGAUY
AS209,PRIV,MIA-PRIV-13,6.7.3[Default],ASR9K,MIASFLTT
AS3549,VAR,VAR2.ABY5,21.4R3-S8.4,MX10003,ALBYNYVP
AS3549,SDR,SDR2.SJO1,16.0.R20,7750-SR-12e,SNVACAID
AS3549,VAR,VAR31.NYC4,22.4R3-S6.5,MX304,NYCMNYAA
AS3549,SDR,SDR2.ATL2,16.0.R20,7750-SR-12e,ATLNGAMQ
AS3549,ES,JAX2-ES1,11.4R5.5,EX4500-40F,JCVLFLAK
AS3549,ES,LAS5-ES31,23.4R2-S3.10-EVO,ACX7100-32C,ETRPNVMA
AS3549,ESP,ESP12.PHI1,16.0.R15,7750-SR-12,PHLAPAFG
AS3549,ES,NYC4-ES32,23.4R2-S3.10-EVO,ACX7100-32C,NYCMNYAA
AS3549,ES,NWR1-ES32,23.4R2-S3.10-EVO,ACX7100-32C,NWRKNJMD
AS3549,ES,CHI2-ES31,23.4R2-S3.10-EVO,ACX7100-32C,CHCGILDT
AS209,EDGE,FTM-EDGE-02,21.2R3-S3.5,MX480,FTMYFLXA
AS3549,ESP,ESP1.NVL4,16.0.R15,7750-SR-12,NSVMTNFS
AS3549,ESP,ESP2.NYC1,16.0.R15,7750-SR-12,NYCMNY83
AS3549,ES,NWR1-ES31,23.4R2-S3.10-EVO,ACX7100-32C,NWRKNJMD
AS3549,ESP,ESP3.PHI1,16.0.R15,7750-SR-12,PHLAPAFG
AS3549,AR,SLC2-AR1,19.1R2-S3,MX960,SLKDUTYI
AS3549,ESP,ESP1.MEM1,16.0.R15,7750-SR-12,MMPKTNVZ
AS209,VIRR,ABQ-VIRR-01,23.4R2-S4.11,VRR,ALBQNMPC
AS3549,ESP,ESP1.TMP1,16.0.R15,7750-SR-12,TAMRFLWS
AS3549,VAR,VAR62.NWR62,22.4R3-S6.5,MX10004,SCCSNJEM
AS3549,AR,GSO1-AR1,19.1R2-S3,MX480,GNBPNCDN
AS3549,VAR,VAR1.MCA1,21.4R3-S8.4,MX10003,MCAMTXKN
AS3549,VAR,VAR61.NWR13,22.4R3-S6.5,MX10004,PSWYNJBL
AS3549,ESP,ESP21.SEA1,16.0.R15,7750-SR-12,STTNWAHO
AS3549,ESP,ESP11.NYC1,16.0.R15,7750-SR-12,NYCMNY83
AS3549,ESP,ESP11.SAC1,16.0.R15,7750-SR-12,WSCRCAHW
AS3549,VAR,VAR62.NWR13,22.4R3-S6.5,MX10004,PSWYNJBL
AS209,VIRR,FRP-VIRR-01,23.4R2-S4.11,VRR,FRPKGACX
AS3549,ESP,ESP2.SDG1,16.0.R15,7750-SR-12,SNDACAGL
AS3549,PR,PR8.SAC1,21.2R3-S9.20,MX480,SCRMCACN
AS3549,ESP,ESP11.ATL1,16.0.R15,7750-SR-12,ATLNGAQS
AS3549,VAR,VAR32.NYC4,22.4R3-S6.5,MX304,NYCMNYAA
AS209,PCOR,DAL-PCOR-20,16.0.R20,7950-XRS-20,DLLSTX37
AS3356,EBR,EBR2.WDC1,21.2R3-S3.5,PTX10008,MCLNVA23
AS3549,VAR,VAR1.COS1,21.4R3-S8.4,MX10003,CLSPCO11
AS209,SVCS,SLC2-SVCS-10,15.1F6-S6.4,MX480,SLKDUTUY
AS3549,ESP,ESP1.GNC1,16.0.R15,7750-SR-12,GRCYNYRD
AS3549,VAR,VAR31.NWR1,22.4R3-S6.5,MX304,NWRKNJMD
AS3549,ESP,ESP1.BUF3,16.0.R15,7750-SR-12,BFLONYSE
AS3549,AR,SDG3-AR1,19.1R2-S3,MX960,SNDACAGL
AS3356,EDGE,EDGE1.CLT2,17.3R3-S12.3,MX104,CHRMNC72
AS3549,AR,ROC1-AR3,19.1R2-S3,MX480,GATSNYAO
AS3549,PR,PR5.SEA1,11.4R11.4,M120,STTLWAWB
AS3549,ESP,ESP21.PHX1,16.0.R15,7750-SR-12,PHNDAZ91
